GeneID:388611	CD164 molecule like 2
GeneID:56829	zinc finger CCCH-type containing, antiviral 1
GeneID:1278	collagen type I alpha 2 chain
GeneID:5118	procollagen C-endopeptidase enhancer
GeneID:2050	EPH receptor B4
GeneID:7434	vasoactive intestinal peptide receptor 2
GeneID:27147	DENN domain containing 2A
GeneID:5644	serine protease 1
GeneID:1551	cytochrome P450 family 3 subfamily A member 7
GeneID:6671	Sp4 transcription factor
GeneID:375567	von Willebrand factor C domain containing 2
GeneID:10512	semaphorin 3C
GeneID:8468	FKBP prolyl isomerase 6
GeneID:8985	procollagen-lysine,2-oxoglutarate 5-dioxygenase 3
GeneID:340252	zinc finger protein 680
GeneID:55069	transmembrane protein 248
GeneID:23072	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1
GeneID:4899	nuclear respiratory factor 1
GeneID:7461	CAP-Gly domain containing linker protein 2
GeneID:154664	ATP binding cassette subfamily A member 13
GeneID:1577	cytochrome P450 family 3 subfamily A member 5
GeneID:7978	mitochondrial transcription termination factor 1
GeneID:43	acetylcholinesterase (Cartwright blood group)
GeneID:9771	Rap guanine nucleotide exchange factor 5
GeneID:813	calumenin
GeneID:2861	G protein-coupled receptor 37
GeneID:816	calcium/calmodulin dependent protein kinase II beta
GeneID:222256	cadherin related family member 3
GeneID:5683	proteasome 20S subunit alpha 2
GeneID:340277	family with sequence similarity 221 member A
GeneID:60	actin beta
GeneID:11328	FKBP prolyl isomerase 9
GeneID:2115	ETS variant transcription factor 1
GeneID:28996	homeodomain interacting protein kinase 2
GeneID:56903	poly(A) polymerase beta
GeneID:55112	WD repeat domain 60
GeneID:155465	anterior gradient 3, protein disulphide isomerase family member
GeneID:79690	galactose-3-O-sulfotransferase 4
GeneID:51530	zinc finger C3HC-type containing 1
GeneID:83787	armadillo repeat containing 10
GeneID:9805	secernin 1
GeneID:2128	even-skipped homeobox 1
GeneID:4176	minichromosome maintenance complex component 7
GeneID:56913	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1
GeneID:340307	CTAGE family member 6
GeneID:2645	glucokinase
GeneID:64598	motile sperm domain containing 3
GeneID:857	caveolin 1
GeneID:858	caveolin 2
GeneID:4698	NADH:ubiquinone oxidoreductase subunit A5
GeneID:10842	protein phosphatase 1 regulatory subunit 17
GeneID:136541	serine protease 58
GeneID:5726	taste 2 receptor member 38
GeneID:2146	enhancer of zeste 2 polycomb repressive complex 2 subunit
GeneID:56164	serine/threonine kinase 31
GeneID:64101	leucine rich repeat containing 4
GeneID:5478	peptidylprolyl isomerase A
GeneID:79974	cadherin like and PC-esterase domain containing 1
GeneID:7791	zyxin
GeneID:51314	NME/NM23 family member 8
GeneID:1395	corticotropin releasing hormone receptor 2
GeneID:23161	sorting nexin 13
GeneID:340348	tetraspanin 33
GeneID:4223	mesenchyme homeobox 2
GeneID:7551	zinc finger protein 3
GeneID:3201	homeobox A4
GeneID:9601	protein disulfide isomerase family A member 4
GeneID:3209	homeobox A13
GeneID:10124	ADP ribosylation factor like GTPase 4A
GeneID:81552	VOPP1 WW domain binding protein
GeneID:81554	RCC1 like
GeneID:168850	zinc finger protein 800
GeneID:55698	Rap associating with DIL domain
GeneID:219285	sterile alpha motif domain containing 9 like
GeneID:1174	adaptor related protein complex 1 subunit sigma 1
GeneID:64921	CAS1 domain containing 1
GeneID:669	bisphosphoglycerate mutase
GeneID:27297	CGRP receptor component
GeneID:55971	BAR/IMD domain containing adaptor protein 2 like 1
GeneID:1956	epidermal growth factor receptor
GeneID:165	AE binding protein 1
GeneID:5799	protein tyrosine phosphatase receptor type N2
GeneID:154791	formation of mitochondrial complex V assembly factor 1 homolog
GeneID:10922	Fas activated serine/threonine kinase
GeneID:57002	YAE1 maturation factor of ABCE1
GeneID:54443	anillin actin binding protein
GeneID:8621	cyclin dependent kinase 13
GeneID:51631	LUC7 like 2, pre-mRNA splicing factor
GeneID:84912	solute carrier family 35 member B4
GeneID:11185	indolethylamine N-methyltransferase
GeneID:5814	purine rich element binding protein B
GeneID:440	asparagine synthetase (glutamine-hydrolyzing)
GeneID:57016	aldo-keto reductase family 1 member B10
GeneID:219578	zinc finger protein 804B
GeneID:5054	serpin family E member 1
GeneID:4289	muskelin 1
GeneID:4034	leucine rich repeats and calponin homology domain containing 4
GeneID:196	aryl hydrocarbon receptor
GeneID:3268	ArfGAP with FG repeats 2
GeneID:25798	brain protein I3
GeneID:57798	GATA zinc finger domain containing 1
GeneID:29896	transformer 2 alpha homolog
GeneID:1738	dihydrolipoamide dehydrogenase
GeneID:23242	cordon-bleu WH2 repeat protein
GeneID:55501	carbohydrate sulfotransferase 12
GeneID:6608	smoothened, frizzled class receptor
GeneID:51412	actin like 6B
GeneID:81628	TSC22 domain family member 4
GeneID:54749	ependymin related 1
GeneID:55262	microtubule associated protein 11
GeneID:93408	myosin light chain 10
GeneID:64224	HERPUD family member 2
GeneID:10980	COP9 signalosome subunit 6
GeneID:6119	replication protein A3
GeneID:8935	src kinase associated phosphoprotein 2
GeneID:2792	G protein subunit gamma transducin 1
GeneID:54504	carboxypeptidase vitellogenic like
GeneID:51691	LSM8 homolog, U6 small nuclear RNA associated
GeneID:4846	nitric oxide synthase 3
GeneID:55536	cell division cycle associated 7 like
GeneID:154865	IQ motif and ubiquitin domain containing
GeneID:55281	transmembrane protein 140
GeneID:64753	coiled-coil domain containing 136
GeneID:3315	heat shock protein family B (small) member 1
GeneID:54517	pseudouridine synthase 7
GeneID:135927	LLLL and CFNLAS motif containing 1
GeneID:5879	Rac family small GTPase 1
GeneID:23288	IQ motif containing E
GeneID:2041	EPH receptor A1
GeneID:2051	EPH receptor B6
GeneID:3082	hepatocyte growth factor
GeneID:1576	cytochrome P450 family 3 subfamily A member 4
GeneID:10282	Bet1 golgi vesicular membrane trafficking protein
GeneID:653361	neutrophil cytosolic factor 1
GeneID:27445	piccolo presynaptic cytomatrix protein
GeneID:3638	insulin induced gene 1
GeneID:26958	coatomer protein complex subunit gamma 2
GeneID:10320	IKAROS family zinc finger 1
GeneID:57180	actin related protein 3B
GeneID:3207	homeobox A11
GeneID:51593	serrate, RNA effector molecule
GeneID:60561	RAD50 interactor 1
GeneID:80028	F-box and leucine rich repeat protein 18
GeneID:64418	transmembrane protein 168
GeneID:51622	CCZ1 homolog, vacuolar protein trafficking and biogenesis associated
GeneID:2737	GLI family zinc finger 3
GeneID:154807	vitamin K epoxide reductase complex subunit 1 like 1
GeneID:54205	cytochrome c, somatic
GeneID:26047	contactin associated protein like 2
GeneID:56257	methylphosphate capping enzyme
GeneID:2770	G protein subunit alpha i1
GeneID:79571	GRIP and coiled-coil domain containing 1
GeneID:1749	distal-less homeobox 5
GeneID:474344	GTPase, IMAP family member 6
GeneID:5395	PMS1 homolog 2, mismatch repair system component
GeneID:3092	huntingtin interacting protein 1
GeneID:5444	paraoxonase 1
GeneID:11333	PDGFA associated protein 1
GeneID:54892	non-SMC condensin II complex subunit G2
GeneID:9603	nuclear factor, erythroid 2 like 3
GeneID:5764	pleiotrophin
GeneID:56302	transient receptor potential cation channel subfamily V member 5
GeneID:116988	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3
GeneID:93664	calcium dependent secretion activator 2
GeneID:64759	tensin 3
GeneID:645402	ubiquitin specific peptidase 17 like family member 4
GeneID:5157	platelet derived growth factor receptor like
GeneID:401447	ubiquitin specific peptidase 17 like family member 1
GeneID:100132396	zinc finger protein 705B
GeneID:503618	defensin beta 104B
GeneID:100133267	defensin beta 130B
GeneID:245910	defensin beta 107A
GeneID:245940	defensin beta 130A
GeneID:645836	ubiquitin specific peptidase 17 like family member 3
GeneID:245972	ATPase H+ transporting V0 subunit d2
GeneID:100130274	coiled-coil domain containing 166
GeneID:4342	MOS proto-oncogene, serine/threonine kinase
GeneID:392188	ubiquitin specific peptidase 17 like family member 8
GeneID:389643	nuclear GTPase, germinal center associated
GeneID:84513	phospholipid phosphatase 5
GeneID:389668	XK related 9
GeneID:503614	defensin beta 107B
GeneID:203076	chromosome 8 open reading frame 74
GeneID:646480	fatty acid binding protein 9
GeneID:55638	syntabulin
GeneID:613210	defensin beta 136
GeneID:2907	glutamate ionotropic receptor NMDA type subunit associated protein 1
GeneID:114786	XK related 4
GeneID:114788	CUB and Sushi multiple domains 3
GeneID:51305	potassium two pore domain channel subfamily K member 9
GeneID:90987	zinc finger protein 251
GeneID:619373	membrane bound O-acyltransferase domain containing 4
GeneID:100129654	transcription factor 24
GeneID:54904	nuclear receptor binding SET domain protein 3
GeneID:10361	nucleophosmin/nucleoplasmin 2
GeneID:286075	zinc finger protein 707
GeneID:157567	ankyrin repeat domain 46
GeneID:1666	2,4-dienoyl-CoA reductase 1
GeneID:4741	neurofilament medium
GeneID:5516	protein phosphatase 2 catalytic subunit beta
GeneID:157848	NK6 homeobox 3
GeneID:137886	UBX domain protein 2B
GeneID:340390	WD repeat domain 97
GeneID:642475	maestro heat like repeat family member 6
GeneID:23213	sulfatase 1
GeneID:6575	solute carrier family 20 member 2
GeneID:51125	golgin A7
GeneID:27067	staufen double-stranded RNA binding protein 2
GeneID:10940	POP1 homolog, ribonuclease P/MRP subunit
GeneID:286144	triple QxxK/R motif containing
GeneID:84675	tripartite motif containing 55
GeneID:79815	NIPA like domain containing 2
GeneID:414919	chromosome 8 open reading frame 82
GeneID:59339	pleckstrin homology domain containing A2
GeneID:100507341	small integral membrane protein 18
GeneID:6101	RP1 axonemal microtubule associated
GeneID:137695	transmembrane protein 68
GeneID:100861412	fibrinogen silencer binding protein
GeneID:2796	gonadotropin releasing hormone 1
GeneID:100127983	chromosome 8 open reading frame 88
GeneID:157697	glutamate rich 1
GeneID:79618	homeobox containing 1
GeneID:57604	tRNA methyltransferase 9B (putative)
GeneID:10247	reactive intermediate imine deaminase A homolog
GeneID:10	N-acetyltransferase 2
GeneID:80139	zinc finger protein 703
GeneID:84750	fucosyltransferase 10
GeneID:1807	dihydropyrimidinase
GeneID:619279	zinc finger protein 704
GeneID:168975	cyclic nucleotide binding domain containing 1
GeneID:1808	dihydropyrimidinase like 2
GeneID:137492	VPS37A subunit of ESCRT-I
GeneID:83988	neurocalcin delta
GeneID:11030	RNA binding protein, mRNA processing factor
GeneID:2843	G protein-coupled receptor 20
GeneID:157724	solute carrier family 7 member 13
GeneID:8989	transient receptor potential cation channel subfamily A member 1
GeneID:28957	mitochondrial ribosomal protein S28
GeneID:9760	thymocyte selection associated high mobility group box
GeneID:441376	alanine and arginine rich domain containing protein
GeneID:2339	farnesyltransferase, CAAX box, alpha
GeneID:79145	coiled-coil-helix-coiled-coil-helix domain containing 7
GeneID:9258	malignant fibrous histiocytoma amplified sequence 1
GeneID:22827	poly(U) binding splicing factor 60
GeneID:8749	ADAM metallopeptidase domain 18
GeneID:5423	DNA polymerase beta
GeneID:1585	cytochrome P450 family 11 subfamily B member 2
GeneID:8754	ADAM metallopeptidase domain 9
GeneID:140596	defensin beta 104A
GeneID:55093	WDYHV motif containing 1
GeneID:169270	zinc finger protein 596
GeneID:157753	transmembrane protein 74
GeneID:401466	ribosomal biogenesis factor
GeneID:2875	glutamic--pyruvic transaminase
GeneID:5179	proenkephalin
GeneID:3646	eukaryotic translation initiation factor 3 subunit E
GeneID:9791	phosphatidylserine synthase 1
GeneID:57152	secreted LY6/PLAUR domain containing 1
GeneID:138050	heparan-alpha-glucosaminide N-acetyltransferase
GeneID:137797	LY6/PLAUR domain containing 2
GeneID:84294	UTP23 small subunit processome component
GeneID:79943	zinc finger protein 696
GeneID:84296	GINS complex subunit 4
GeneID:4173	minichromosome maintenance complex component 4
GeneID:157773	chromosome 8 open reading frame 48
GeneID:377677	carbonic anhydrase 13
GeneID:6482	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
GeneID:79698	zinc finger matrin-type 4
GeneID:169044	collagen type XXII alpha 1 chain
GeneID:55893	zinc finger protein 395
GeneID:64089	sorting nexin 16
GeneID:80223	RAB11 family interacting protein 1
GeneID:9312	potassium voltage-gated channel subfamily B member 2
GeneID:642658	scleraxis bHLH transcription factor
GeneID:7013	telomeric repeat binding factor 1
GeneID:157285	PEAK1 related, kinase-activating pseudokinase 1
GeneID:6503	Src like adaptor
GeneID:203111	glutamate rich 5
GeneID:23144	zinc finger CCCH-type containing 3
GeneID:55145	THAP domain containing 1
GeneID:56169	gasdermin C
GeneID:7274	alpha tocopherol transfer protein
GeneID:4715	NADH:ubiquinone oxidoreductase subunit B9
GeneID:7534	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
GeneID:157807	clavesin 1
GeneID:114	adenylate cyclase 8
GeneID:6770	steroidogenic acute regulatory protein
GeneID:137075	claudin 23
GeneID:504180	defensin beta 105B
GeneID:2167	fatty acid binding protein 4
GeneID:27257	LSM1 homolog, mRNA degradation associated
GeneID:2171	fatty acid binding protein 5
GeneID:6781	stanniocalcin 1
GeneID:541565	chromosome 8 open reading frame 58
GeneID:23678	serum/glucocorticoid regulated kinase family member 3
GeneID:157310	phosphatidylethanolamine binding protein 4
GeneID:640	BLK proto-oncogene, Src family tyrosine kinase
GeneID:4481	macrophage scavenger receptor 1
GeneID:157570	establishment of sister chromatid cohesion N-acetyltransferase 2
GeneID:8836	gamma-glutamyl hydrolase
GeneID:81796	solute carrier organic anion transporter family member 5A1
GeneID:1669	defensin alpha 4
GeneID:8581	lymphocyte antigen 6 family member D
GeneID:1670	defensin alpha 5
GeneID:375686	spermatogenesis and centriole associated 1
GeneID:114822	rhophilin Rho GTPase binding protein 1
GeneID:79752	zinc finger AN1-type containing 1
GeneID:2185	protein tyrosine kinase 2 beta
GeneID:114569	mal, T cell differentiation protein 2 (gene/pseudogene)
GeneID:51337	thioesterase superfamily member 6
GeneID:78986	dual specificity phosphatase 26
GeneID:7564	zinc finger protein 16
GeneID:100131980	zinc finger protein 705G
GeneID:137872	alcohol dehydrogenase iron containing 1
GeneID:286097	mitochondrial calcium uptake family member 3
GeneID:137362	glutamic-oxaloacetic transaminase 1 like 1
GeneID:11156	protein tyrosine phosphatase 4A3
GeneID:661	RNA polymerase III subunit D
GeneID:665	BCL2 interacting protein 3 like
GeneID:225689	mitogen-activated protein kinase 15
GeneID:155	adrenoceptor beta 3
GeneID:10395	DLC1 Rho GTPase activating protein
GeneID:51101	zinc finger C2HC-type containing 1A
GeneID:157855	potassium calcium-activated channel subfamily U member 1
GeneID:10656	KH RNA binding domain containing, signal transduction associated 3
GeneID:83877	TM2 domain containing 2
GeneID:51110	lactamase beta 2
GeneID:1960	early growth response 3
GeneID:7336	ubiquitin conjugating enzyme E2 V2
GeneID:26281	fibroblast growth factor 20
GeneID:347051	solute carrier family 10 member 5
GeneID:51115	regulator of microtubule dynamics 1
GeneID:4017	lysyl oxidase like 2
GeneID:4023	lipoprotein lipase
GeneID:23484	leptin receptor overlapping transcript like 1
GeneID:25788	RAD54 homolog B
GeneID:9920	kelch repeat and BTB domain containing 11
GeneID:83648	family with sequence similarity 167 member A
GeneID:65986	zinc finger and BTB domain containing 10
GeneID:5828	peroxisomal biogenesis factor 2
GeneID:286148	dpy-19 like 4
GeneID:84933	chromosome 8 open reading frame 76
GeneID:29894	cleavage and polyadenylation specific factor 1
GeneID:5324	PLAG1 zinc finger
GeneID:2765	glycosylphosphatidylinositol anchored molecule like
GeneID:85453	TSPY like 5
GeneID:55246	coiled-coil domain containing 25
GeneID:8658	tankyrase
GeneID:6867	transforming acidic coiled-coil containing protein 1
GeneID:8667	eukaryotic translation initiation factor 3 subunit H
GeneID:23259	DDHD domain containing 2
GeneID:3037	hyaluronan synthase 2
GeneID:4061	lymphocyte antigen 6 family member E
GeneID:734	oxidative stress induced growth inhibitor family member 2
GeneID:3551	inhibitor of nuclear factor kappa B kinase subunit beta
GeneID:116447	DNA topoisomerase I mitochondrial
GeneID:8928	forkhead box H1
GeneID:79075	DNA replication and sister chromatid cohesion 1
GeneID:432355	secreted LY6/PLAUR domain containing 2
GeneID:79845	ring finger protein 122
GeneID:5862	RAB2A, member RAS oncogene family
GeneID:85481	protein serine kinase H2
GeneID:55529	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2
GeneID:10987	COP9 signalosome subunit 5
GeneID:51435	scavenger receptor class A member 3
GeneID:54512	exosome component 4
GeneID:27121	dickkopf WNT signaling pathway inhibitor 4
GeneID:65265	chromosome 8 open reading frame 33
GeneID:729330	otoconin 90
GeneID:113655	major facilitator superfamily domain containing 3
GeneID:760	carbonic anhydrase 2
GeneID:137209	zinc finger protein 572
GeneID:5885	RAD21 cohesin complex component
GeneID:79870	BAALC binder of MAP3K1 and KLF4
GeneID:79873	nudix hydrolase 18
GeneID:10499	nuclear receptor coactivator 2
GeneID:6917	transcription elongation factor A1
GeneID:92421	charged multivesicular body protein 4C
GeneID:2055	CLN8 transmembrane ER and ERGIC protein
GeneID:23303	kinesin family member 13B
GeneID:54793	potassium channel tetramerization domain containing 9
GeneID:6156	ribosomal protein L30
GeneID:526	ATPase H+ transporting V1 subunit B2
GeneID:55824	phosphoprotein membrane anchor with glycosphingolipid microdomains 1
GeneID:90390	mediator complex subunit 30
GeneID:57623	zinc finger and AT-hook domain containing
GeneID:793	calbindin 1
GeneID:138009	DDB1 and CUL4 associated factor 4 like 2
GeneID:83481	epiplakin 1
GeneID:389658	ALK and LTK ligand 1
GeneID:1052	CCAAT enhancer binding protein delta
GeneID:3612	inositol monophosphatase 1
GeneID:8733	glycosylphosphatidylinositol anchor attachment 1
GeneID:79645	EF-hand calcium binding domain 1
GeneID:64798	DEP domain containing MTOR interacting protein
GeneID:94241	tumor protein p53 inducible nuclear protein 1
GeneID:51236	HGH1 homolog
GeneID:441381	leucine rich repeat containing 24
GeneID:7976	frizzled class receptor 3
GeneID:25897	ring finger protein 19A, RBR E3 ubiquitin protein ligase
GeneID:252969	nei like DNA glycosylase 2
GeneID:79660	protein phosphatase 1 regulatory subunit 3B
GeneID:1581	cytochrome P450 family 7 subfamily A member 1
GeneID:79666	pleckstrin homology and FYVE domain containing 2
GeneID:11059	WW domain containing E3 ubiquitin protein ligase 1
GeneID:8756	ADAM metallopeptidase domain 7
GeneID:7991	tumor suppressor candidate 3
GeneID:312	annexin A13
GeneID:6713	squalene epoxidase
GeneID:7993	UBX domain protein 8
GeneID:9530	BCL2 associated athanogene 4
GeneID:254778	vexin
GeneID:54332	ganglioside induced differentiation associated protein 1
GeneID:389692	MAF bZIP transcription factor A
GeneID:54845	epithelial splicing regulatory protein 1
GeneID:28991	COMM domain containing 5
GeneID:392255	growth differentiation factor 6
GeneID:5440	RNA polymerase II subunit K
GeneID:55872	PDZ binding kinase
GeneID:1345	cytochrome c oxidase subunit 6C
GeneID:64321	SRY-box transcription factor 17
GeneID:203074	serine protease 55
GeneID:23362	pleckstrin and Sec7 domain containing 3
GeneID:84549	MAK16 homolog
GeneID:157769	family with sequence similarity 91 member A1
GeneID:1875	E2F transcription factor 5
GeneID:55636	chromodomain helicase DNA binding protein 7
GeneID:9046	docking protein 2
GeneID:55894	defensin beta 103B
GeneID:2137	exostosin like glycosyltransferase 3
GeneID:90459	exoribonuclease 1
GeneID:4956	outer dense fiber of sperm tails 1
GeneID:203100	HtrA serine peptidase 4
GeneID:8797	TNF receptor superfamily member 10a
GeneID:81501	dendrocyte expressed seven transmembrane protein
GeneID:286046	XK related 6
GeneID:115294	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
GeneID:7264	tissue specific transplantation antigen P35B
GeneID:29028	ATPase family AAA domain containing 2
GeneID:286053	NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase
GeneID:116328	chromosome 8 open reading frame 34
GeneID:55656	integrator complex subunit 8
GeneID:79977	grainyhead like transcription factor 2
GeneID:26986	poly(A) binding protein cytoplasmic 1
GeneID:2669	GTP binding protein overexpressed in skeletal muscle
GeneID:1135	cholinergic receptor nicotinic alpha 2 subunit
GeneID:1392	corticotropin releasing hormone
GeneID:51312	solute carrier family 25 member 37
GeneID:80243	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2
GeneID:51059	family with sequence similarity 135 member B
GeneID:414325	defensin beta 103A
GeneID:4982	TNF receptor superfamily member 11b
GeneID:8822	fibroblast growth factor 17
GeneID:23414	zinc finger protein, FOG family member 2
GeneID:50807	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
GeneID:26233	F-box and leucine rich repeat protein 6
GeneID:81790	ring finger protein 170
GeneID:51582	antizyme inhibitor 1
GeneID:56704	junctophilin 1
GeneID:157313	cell division cycle associated 2
GeneID:64641	EBF transcription factor 2
GeneID:8323	frizzled class receptor 6
GeneID:1668	defensin alpha 3
GeneID:6788	serine/threonine kinase 3
GeneID:27012	potassium voltage-gated channel modifier subfamily V member 1
GeneID:157574	F-box protein 16
GeneID:55174	integrator complex subunit 10
GeneID:1671	defensin alpha 6
GeneID:1672	defensin beta 1
GeneID:8840	cellular communication network factor 4
GeneID:1673	defensin beta 4A
GeneID:83595	SRY-box transcription factor 7
GeneID:137868	sarcoglycan zeta
GeneID:5520	protein phosphatase 2 regulatory subunit Balpha
GeneID:340371	nuclear receptor binding protein 2
GeneID:148	adrenoceptor alpha 1A
GeneID:245909	defensin beta 106A
GeneID:51606	ATPase H+ transporting V1 subunit H
GeneID:84376	hook microtubule tethering protein 3
GeneID:8601	regulator of G protein signaling 20
GeneID:93594	TBC1 domain family member 31
GeneID:63898	SH2 domain containing 4A
GeneID:7071	Kruppel like factor 10
GeneID:29088	mitochondrial ribosomal protein L15
GeneID:10404	carboxypeptidase Q
GeneID:23462	hes related family bHLH transcription factor with YRPW motif 1
GeneID:1191	clusterin
GeneID:9639	Rho guanine nucleotide exchange factor 10
GeneID:115111	solute carrier family 26 member 7
GeneID:9897	WASH complex subunit 5
GeneID:6570	solute carrier family 18 member A1
GeneID:23212	ribosome biogenesis regulator 1 homolog
GeneID:157869	somatomedin B and thrombospondin type 1 domain containing
GeneID:10671	dynactin subunit 6
GeneID:54704	pyruvate dehyrogenase phosphatase catalytic subunit 1
GeneID:2738	GLI family zinc finger 4
GeneID:9650	mitochondrial fission regulator 1
GeneID:8629	Jrk helix-turn-helix protein
GeneID:203190	leucine rich repeat LGI family member 3
GeneID:1978	eukaryotic translation initiation factor 4E binding protein 1
GeneID:444	aspartate beta-hydroxylase
GeneID:5569	cAMP-dependent protein kinase inhibitor alpha
GeneID:10434	lysophospholipase 1
GeneID:81858	SHANK associated RH domain interactor
GeneID:10947	adaptor related protein complex 3 subunit mu 2
GeneID:115908	collagen triple helix repeat containing 1
GeneID:286151	F-box protein 43
GeneID:3786	potassium voltage-gated channel subfamily Q member 3
GeneID:3788	potassium voltage-gated channel modifier subfamily S member 2
GeneID:11212	pyridoxal phosphate binding protein
GeneID:55756	integrator complex subunit 9
GeneID:7373	collagen type XIV alpha 1 chain
GeneID:169166	sorting nexin 31
GeneID:137682	NADH:ubiquinone oxidoreductase complex assembly factor 6
GeneID:66004	Ly6/neurotoxin 1
GeneID:9172	myomesin 2
GeneID:9684	leucine rich repeat containing 14
GeneID:54742	lymphocyte antigen 6 family member K
GeneID:4824	NK3 homeobox 1
GeneID:51160	VPS28 subunit of ESCRT-I
GeneID:6873	TATA-box binding protein associated factor 2
GeneID:157657	chromosome 8 open reading frame 37
GeneID:80346	receptor accessory protein 4
GeneID:23514	scaffold protein involved in DNA repair
GeneID:2267	fibrinogen like 1
GeneID:84955	NudC domain containing 1
GeneID:114907	F-box protein 32
GeneID:23516	solute carrier family 39 member 14
GeneID:3297	heat shock transcription factor 1
GeneID:4067	LYN proto-oncogene, Src family tyrosine kinase
GeneID:83940	TatD DNase domain containing 1
GeneID:63978	PR/SET domain 14
GeneID:137964	glycerol-3-phosphate acyltransferase 4
GeneID:92140	metadherin
GeneID:10221	tribbles pseudokinase 1
GeneID:6383	syndecan 2
GeneID:169200	transmembrane protein 64
GeneID:6129	ribosomal protein L7
GeneID:6641	syntrophin beta 1
GeneID:6386	syndecan binding protein
GeneID:137970	unc-5 netrin receptor D
GeneID:66036	myotubularin related protein 9
GeneID:3574	interleukin 7
GeneID:1015	cadherin 17
GeneID:8439	neutral sphingomyelinase activation associated factor
GeneID:4856	cellular communication network factor 3
GeneID:761	carbonic anhydrase 3
GeneID:55290	BRF2 RNA polymerase III transcription initiation factor subunit
GeneID:55039	tRNA methyltransferase 12 homolog
GeneID:1537	cytochrome c1
GeneID:51201	zinc finger DHHC-type palmitoyltransferase 2
GeneID:57094	carboxypeptidase A6
GeneID:137735	actin binding Rho activating protein
GeneID:84232	MAF1 homolog, negative regulator of RNA polymerase III
GeneID:528	ATPase H+ transporting V1 subunit C1
GeneID:6422	secreted frizzled related protein 1
GeneID:27161	argonaute RISC catalytic component 2
GeneID:284	angiopoietin 1
GeneID:55326	1-acylglycerol-3-phosphate O-acyltransferase 5
GeneID:79648	microcephalin 1
GeneID:203054	aarF domain containing kinase 5
GeneID:91694	LON peptidase N-terminal domain and ring finger 1
GeneID:23087	tripartite motif containing 35
GeneID:4147	matrilin 2
GeneID:50484	ribonucleotide reductase regulatory TP53 inducible subunit M2B
GeneID:203062	t-SNARE domain containing 1
GeneID:26166	regulator of G protein signaling 22
GeneID:51001	mitochondrial transcription termination factor 3
GeneID:7994	lysine acetyltransferase 6A
GeneID:56892	transcriptional and immune response regulator
GeneID:8000	prostate stem cell antigen
GeneID:157506	retinol dehydrogenase 10
GeneID:9796	phytanoyl-CoA 2-hydroxylase interacting protein
GeneID:10565	ADP ribosylation factor guanine nucleotide exchange factor 1
GeneID:157777	minichromosome maintenance domain containing 2
GeneID:55124	piwi like RNA-mediated gene silencing 2
GeneID:10584	collectin subfamily member 10
GeneID:8793	TNF receptor superfamily member 10d
GeneID:8795	TNF receptor superfamily member 10b
GeneID:23643	lymphocyte antigen 96
GeneID:9821	RB1 inducible coiled-coil 1
GeneID:22882	zinc fingers and homeoboxes 2
GeneID:3174	hepatocyte nuclear factor 4 gamma
GeneID:25962	vir like m6A methyltransferase associated
GeneID:51050	peptidase inhibitor 15
GeneID:9070	ASH2 like, histone lysine methyltransferase complex subunit
GeneID:9583	ectonucleoside triphosphate diphosphohydrolase 4
GeneID:2675	GDNF family receptor alpha 2
GeneID:1142	cholinergic receptor nicotinic beta 3 subunit
GeneID:2936	glutathione-disulfide reductase
GeneID:4986	opioid receptor kappa 1
GeneID:286077	family with sequence similarity 83 member H
GeneID:7038	thyroglobulin
GeneID:4482	methionine sulfoxide reductase A
GeneID:91782	charged multivesicular body protein 7
GeneID:649	bone morphogenetic protein 1
GeneID:81034	solute carrier family 25 member 32
GeneID:84875	poly(ADP-ribose) polymerase family member 10
GeneID:54928	inositol monophosphatase domain containing 1
GeneID:9108	myotubularin related protein 7
GeneID:79776	zinc finger homeobox 4
GeneID:64168	N-terminal EF-hand calcium binding protein 1
GeneID:11178	leucine zipper tumor suppressor 1
GeneID:427	N-acylsphingosine amidohydrolase 1
GeneID:2222	farnesyl-diphosphate farnesyltransferase 1
GeneID:137902	peroxidasin like
GeneID:137392	family with sequence similarity 92 member A
GeneID:51633	OTU deubiquitinase 6B
GeneID:27319	basic helix-loop-helix family member e22
GeneID:4796	tonsoku like, DNA repair protein
GeneID:6591	snail family transcriptional repressor 2
GeneID:8895	copine 3
GeneID:340419	R-spondin 2
GeneID:85444	leucine rich repeat and coiled-coil centrosomal protein 1
GeneID:54212	syntrophin gamma 1
GeneID:23237	activity regulated cytoskeleton associated protein
GeneID:157638	LRAT domain containing 2
GeneID:9420	cytochrome P450 family 7 subfamily B member 1
GeneID:27085	MDM2 binding protein
GeneID:9166	estrogen receptor binding site associated antigen 9
GeneID:23246	BOP1 ribosomal biogenesis factor
GeneID:5327	plasminogen activator, tissue type
GeneID:2515	ADAM metallopeptidase domain 2
